species_searched,species,longitude,latitude,source,date,key
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2008,3361
Ameiva ameiva,Ameiva ameiva,-72.669722222222,-7.6311111111111,specieslink,1975,201
Ameiva ameiva,Ameiva ameiva,-72.669722222222,-7.6311111111111,specieslink,1975,202
Ameiva ameiva,Ameiva ameiva,-72.669722222222,-7.6311111111111,specieslink,1981,212
Ameiva ameiva,Ameiva ameiva,-72.669722222222,-7.6311111111111,specieslink,1981,213
Ameiva ameiva,Ameiva ameiva,-72.895555555556,-7.6144444444444,specieslink,1981,221
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1976,227
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1977,346
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1977,347
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1977,349
Ameiva ameiva,Ameiva ameiva,-41.855555555556,-11.304444444444,specieslink,1974,350
Ameiva ameiva,Ameiva ameiva,-41.855555555556,-11.304444444444,specieslink,1974,352
Ameiva ameiva,Ameiva ameiva,-44.313888888889,-19.762777777778,specieslink,1976,353
Ameiva ameiva,Ameiva ameiva,-47.209722222222,-23.090277777778,specieslink,1975,354
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1978,369
Ameiva ameiva,Ameiva ameiva,-42.699166666667,-9.0155555555556,specieslink,1989,875
Ameiva ameiva,Ameiva ameiva,-50.43,-21.200277777778,specieslink,1990,2961
Ameiva ameiva,Ameiva ameiva,-51.707222222222,-20.993333333333,specieslink,2013,3934
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1988,4335
Ameiva ameiva,Ameiva ameiva,-44.4147,-2.40889,specieslink,2008,3323
Ameiva ameiva,Ameiva ameiva,-47.82,-22.25,specieslink,2002,3971
Ameiva ameiva,Ameiva ameiva,-44.054199,-2.56194,specieslink,2007,3989
Ameiva ameiva,Ameiva ameiva,-44.054199,-2.56194,specieslink,2007,3990
Ameiva ameiva,Ameiva ameiva,-44.054199,-2.56194,specieslink,2007,3991
Ameiva ameiva,Ameiva ameiva,-44.054199,-2.56194,specieslink,2007,3995
Ameiva ameiva,Ameiva ameiva,-44.054199,-2.56194,specieslink,2007,3999
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1978,408
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1978,377
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1978,374
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1978,370
Ameiva ameiva,Ameiva ameiva,-20.982777777778,-51.789166666667,specieslink,2009,3503
Ameiva ameiva,Ameiva ameiva,-47.861847222222,0,specieslink,2014,4426
Ameiva ameiva,Ameiva ameiva,-47.61,0,specieslink,2002,2907
Ameiva ameiva,Ameiva ameiva,-47.61,0,specieslink,2002,2906
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1973,200
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1977,197
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1981,198
Ameiva ameiva,Ameiva ameiva,-44.313888888889,-19.762777777778,specieslink,1976,215
Ameiva ameiva,Ameiva ameiva,-41.855555555556,-11.304444444444,specieslink,1974,216
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1977,344
Ameiva ameiva,Ameiva ameiva,-41.855555555556,-11.304444444444,specieslink,1974,351
Ameiva ameiva,Ameiva ameiva,-41.855555555556,-11.304444444444,specieslink,1974,364
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1993,1607
Ameiva ameiva,Ameiva ameiva,-50.43,-21.200277777778,specieslink,1990,2198
Ameiva ameiva,Ameiva ameiva,-47.81,-21.170277777778,specieslink,1998,2741
Ameiva ameiva,Ameiva ameiva,-56.753194444444,-9.5581666666667,specieslink,2009,3463
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2006,3688
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1988,4337
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1988,4341
Ameiva ameiva,Ameiva ameiva,-44.4147,-2.40889,specieslink,2008,3322
Ameiva ameiva,Ameiva ameiva,-51.34,-20.43,specieslink,1973,356
Ameiva ameiva,Ameiva ameiva,-51.34,-20.43,specieslink,1973,357
Ameiva ameiva,Ameiva ameiva,-47.82,-22.25,specieslink,2002,3970
Ameiva ameiva,Ameiva ameiva,-47.82,-22.25,specieslink,2002,3972
Ameiva ameiva,Ameiva ameiva,-44.054199,-2.56194,specieslink,2007,3986
Ameiva ameiva,Ameiva ameiva,-44.054199,-2.56194,specieslink,2007,3993
Ameiva ameiva,Ameiva ameiva,-44.054199,-2.56194,specieslink,2007,3997
Ameiva ameiva,Ameiva ameiva,-44.054199,-2.56194,specieslink,2007,3998
Ameiva ameiva,Ameiva ameiva,-44.054199,-2.56194,specieslink,2007,4000
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1978,410
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1978,409
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1978,378
Ameiva ameiva,Ameiva ameiva,-60.025,-3.1019444444444,specieslink,1978,375
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,NA,UFRO-H 000010
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2011,9516
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2003,969
Ameiva ameiva,Ameiva ameiva,-54.1082,-13.6764,specieslink,2002,7310
Ameiva ameiva,Ameiva ameiva,-57.6248,-11.0586,specieslink,2007,5957
Ameiva ameiva,Ameiva ameiva,-56.7233,-18.731,specieslink,2001,6697
Ameiva ameiva,Ameiva ameiva,-56.7233,-18.731,specieslink,2001,6709
Ameiva ameiva,Ameiva ameiva,-57.0725,-9.3204,specieslink,2008,7043
Ameiva ameiva,Ameiva ameiva,-57.6248,-11.0586,specieslink,2007,5977
Ameiva ameiva,Ameiva ameiva,-58.076,-9.7688,specieslink,2007,5997
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2007,6641
Ameiva ameiva,Ameiva ameiva,-54.7664,-12.9931,specieslink,2006,5236
Ameiva ameiva,Ameiva ameiva,-54.7664,-12.9931,specieslink,2005,5451
Ameiva ameiva,Ameiva ameiva,-59.323,-11.5308,specieslink,2006,5737
Ameiva ameiva,Ameiva ameiva,-55.7856,-14.8717,specieslink,1999,471
Ameiva ameiva,Ameiva ameiva,-56.9485,-16.7845,specieslink,1984,5157
Ameiva ameiva,Ameiva ameiva,-59.4471,-10.1622,specieslink,2006,5164
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2007,6671
Ameiva ameiva,Ameiva ameiva,-56.9591,-14.7284,specieslink,1992,3124
Ameiva ameiva,Ameiva ameiva,-58.8619,-15.3173,specieslink,2005,3150
Ameiva ameiva,Ameiva ameiva,-58.8619,-15.3173,specieslink,2005,3152
Ameiva ameiva,Ameiva ameiva,-58.8619,-15.3173,specieslink,2005,3153
Ameiva ameiva,Ameiva ameiva,-58.8619,-15.3173,specieslink,2005,3155
Ameiva ameiva,Ameiva ameiva,-55.8894,-15.48,specieslink,2006,3625
Ameiva ameiva,Ameiva ameiva,-59.4513,-10.1643,specieslink,2006,4222
Ameiva ameiva,Ameiva ameiva,-55.8894,-15.48,specieslink,1988,2634
Ameiva ameiva,Ameiva ameiva,-55.8894,-15.48,specieslink,1986,27
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2004,2945
Ameiva ameiva,Ameiva ameiva,-58.8619,-15.3173,specieslink,2005,2976
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2004,2989
Ameiva ameiva,Ameiva ameiva,-55.7856,-14.8717,specieslink,1999,2996
Ameiva ameiva,Ameiva ameiva,-56.9485,-16.7845,specieslink,1992,3117
Ameiva ameiva,Ameiva ameiva,-55.7856,-14.8717,specieslink,1999,3118
Ameiva ameiva,Ameiva ameiva,-58.8619,-15.3173,specieslink,1994,3120
Ameiva ameiva,Ameiva ameiva,-55.7856,-14.8717,specieslink,1999,3121
Ameiva ameiva,Ameiva ameiva,-55.5396,-15.1071,specieslink,1999,2268
Ameiva ameiva,Ameiva ameiva,-55.5396,-15.1071,specieslink,1999,2269
Ameiva ameiva,Ameiva ameiva,-55.5396,-15.1071,specieslink,1999,2276
Ameiva ameiva,Ameiva ameiva,-55.5396,-15.1071,specieslink,1984,2591
Ameiva ameiva,Ameiva ameiva,-56.7233,-18.731,specieslink,2002,1419
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2004,1561
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2004,1562
Ameiva ameiva,Ameiva ameiva,-56.0318,-16.8204,specieslink,1983,1763
Ameiva ameiva,Ameiva ameiva,-56.0318,-16.8204,specieslink,1983,1764
Ameiva ameiva,Ameiva ameiva,-56.0318,-16.8204,specieslink,1983,1767
Ameiva ameiva,Ameiva ameiva,-55.0494,-11.4462,specieslink,2010,8734
Ameiva ameiva,Ameiva ameiva,-55.5396,-15.1071,specieslink,1999,2273
Ameiva ameiva,Ameiva ameiva,-58.6786,-9.5141,specieslink,2010,8945
Ameiva ameiva,Ameiva ameiva,-57.6918,-15.0433,specieslink,1987,123
Ameiva ameiva,Ameiva ameiva,-57.6918,-15.0433,specieslink,1987,124
Ameiva ameiva,Ameiva ameiva,-57.8369,-16.5165,specieslink,2008,9040
Ameiva ameiva,Ameiva ameiva,-56.9485,-16.7845,specieslink,1987,81
Ameiva ameiva,Ameiva ameiva,-55.0494,-11.4462,specieslink,2009,8218
Ameiva ameiva,Ameiva ameiva,-58.6786,-9.5141,specieslink,0,8260
Ameiva ameiva,Ameiva ameiva,-57.2209,-15.6507,specieslink,2009,8305
Ameiva ameiva,Ameiva ameiva,-54.2193,-15.0984,specieslink,2008,7620
Ameiva ameiva,Ameiva ameiva,-54.7664,-12.9931,specieslink,2009,7639
Ameiva ameiva,Ameiva ameiva,-54.7664,-12.9931,specieslink,2009,7642
Ameiva ameiva,Ameiva ameiva,-54.7664,-12.9931,specieslink,2009,7653
Ameiva ameiva,Ameiva ameiva,-54.7664,-12.9931,specieslink,2009,7655
Ameiva ameiva,Ameiva ameiva,-54.7664,-12.9931,specieslink,2009,7681
Ameiva ameiva,Ameiva ameiva,-57.1284,-9.4124,specieslink,2008,7054
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2008,7175
Ameiva ameiva,Ameiva ameiva,-54.1082,-13.6764,specieslink,2002,7304
Ameiva ameiva,Ameiva ameiva,-57.0551,-9.4732,specieslink,2008,7317
Ameiva ameiva,Ameiva ameiva,-57.6918,-15.0433,specieslink,1987,73
Ameiva ameiva,Ameiva ameiva,-58.677,-13.0753,specieslink,2006,7493
Ameiva ameiva,Ameiva ameiva,-58.677,-13.0753,specieslink,2006,7505
Ameiva ameiva,Ameiva ameiva,-59.4594,-10.1667,specieslink,2008,9574
Ameiva ameiva,Ameiva ameiva,-59.4594,-10.1667,specieslink,2008,9582
Ameiva ameiva,Ameiva ameiva,-59.4594,-10.1667,specieslink,2008,9586
Ameiva ameiva,Ameiva ameiva,-55.8661,-1.76556,specieslink,2011,9802
Ameiva ameiva,Ameiva ameiva,-56.4767,-9.66472,specieslink,2009,9267
Ameiva ameiva,Ameiva ameiva,-58.3531,-15.4711,specieslink,2005,9331
Ameiva ameiva,Ameiva ameiva,-58.3531,-15.4711,specieslink,2005,9332
Ameiva ameiva,Ameiva ameiva,-57.0547,-9.5297,specieslink,2008,7050
Ameiva ameiva,Ameiva ameiva,-54.9605,-9.6808,specieslink,2007,5534
Ameiva ameiva,Ameiva ameiva,-58.5744,-15.0725,specieslink,2002,5786
Ameiva ameiva,Ameiva ameiva,-58.5744,-15.0725,specieslink,2002,5792
Ameiva ameiva,Ameiva ameiva,-58.5744,-15.0725,specieslink,2002,5795
Ameiva ameiva,Ameiva ameiva,-58.5744,-15.0725,specieslink,2002,5026
Ameiva ameiva,Ameiva ameiva,-54.9628,-9.6831,specieslink,2007,7543
Ameiva ameiva,Ameiva ameiva,-58.677,-13.0753,specieslink,2006,7507
Ameiva ameiva,Ameiva ameiva,-56.7233,-18.731,specieslink,2001,6703
Ameiva ameiva,Ameiva ameiva,-57.6248,-11.0586,specieslink,2007,6875
Ameiva ameiva,Ameiva ameiva,-61.8506,-12.1281,specieslink,2007,6911
Ameiva ameiva,Ameiva ameiva,-61.8506,-12.1281,specieslink,2007,6925
Ameiva ameiva,Ameiva ameiva,-55.8894,-15.48,specieslink,2006,6946
Ameiva ameiva,Ameiva ameiva,-55.8894,-15.48,specieslink,2006,6955
Ameiva ameiva,Ameiva ameiva,-55.8894,-15.48,specieslink,2005,6959
Ameiva ameiva,Ameiva ameiva,-57.6248,-11.0586,specieslink,2007,5999
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2007,6173
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2007,6428
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2007,6447
Ameiva ameiva,Ameiva ameiva,-54.7664,-12.9931,specieslink,2006,5751
Ameiva ameiva,Ameiva ameiva,-59.4466,-10.1622,specieslink,2006,5183
Ameiva ameiva,Ameiva ameiva,-54.7664,-12.9931,specieslink,2006,5235
Ameiva ameiva,Ameiva ameiva,-55.7856,-14.8717,specieslink,1999,3125
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,0,3128
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,0,3129
Ameiva ameiva,Ameiva ameiva,-58.4572,-15.2558,specieslink,2005,3967
Ameiva ameiva,Ameiva ameiva,-58.8619,-15.3173,specieslink,2005,3968
Ameiva ameiva,Ameiva ameiva,-58.4572,-15.2558,specieslink,2005,3977
Ameiva ameiva,Ameiva ameiva,-59.4513,-10.1643,specieslink,2006,4230
Ameiva ameiva,Ameiva ameiva,-56.9485,-16.7845,specieslink,1984,2595
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2004,2984
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2004,2990
Ameiva ameiva,Ameiva ameiva,-57.8369,-16.5165,specieslink,1993,2995
Ameiva ameiva,Ameiva ameiva,-56.7233,-18.731,specieslink,0,3064
Ameiva ameiva,Ameiva ameiva,-55.8894,-15.48,specieslink,1984,2102
Ameiva ameiva,Ameiva ameiva,-55.5396,-15.1071,specieslink,1999,2275
Ameiva ameiva,Ameiva ameiva,-55.7856,-14.8717,specieslink,1999,2456
Ameiva ameiva,Ameiva ameiva,-56.9485,-16.7845,specieslink,1984,2592
Ameiva ameiva,Ameiva ameiva,-56.9485,-16.7845,specieslink,1984,2594
Ameiva ameiva,Ameiva ameiva,-57.6918,-15.0433,specieslink,1987,126
Ameiva ameiva,Ameiva ameiva,-56.7233,-18.731,specieslink,2002,1393
Ameiva ameiva,Ameiva ameiva,-56.7233,-18.731,specieslink,2002,1399
Ameiva ameiva,Ameiva ameiva,-56.7233,-18.731,specieslink,2002,1418
Ameiva ameiva,Ameiva ameiva,-56.7233,-18.731,specieslink,0,1430
Ameiva ameiva,Ameiva ameiva,-57.6918,-15.0433,specieslink,1987,176
Ameiva ameiva,Ameiva ameiva,-57.6918,-15.0433,specieslink,1987,202
Ameiva ameiva,Ameiva ameiva,-56.785,-9.5758,specieslink,2009,8585
Ameiva ameiva,Ameiva ameiva,-56.744,-9.5486,specieslink,2009,8586
Ameiva ameiva,Ameiva ameiva,-56.6821,-9.5944,specieslink,2009,8587
Ameiva ameiva,Ameiva ameiva,-56.5547,-9.4092,specieslink,2009,8592
Ameiva ameiva,Ameiva ameiva,-56.6821,-9.5944,specieslink,2009,8593
Ameiva ameiva,Ameiva ameiva,-57.8369,-16.5165,specieslink,2008,9039
Ameiva ameiva,Ameiva ameiva,-57.8369,-16.5165,specieslink,2008,9041
Ameiva ameiva,Ameiva ameiva,-57.8369,-16.5165,specieslink,2008,9042
Ameiva ameiva,Ameiva ameiva,-57.8369,-16.5165,specieslink,2008,9043
Ameiva ameiva,Ameiva ameiva,-57.995,-12.4251,specieslink,0,8120
Ameiva ameiva,Ameiva ameiva,-57.995,-12.4251,specieslink,0,8121
Ameiva ameiva,Ameiva ameiva,-56.7532,-9.5582,specieslink,2009,8165
Ameiva ameiva,Ameiva ameiva,-58.6786,-9.5141,specieslink,0,8258
Ameiva ameiva,Ameiva ameiva,-58.6786,-9.5141,specieslink,0,8261
Ameiva ameiva,Ameiva ameiva,-58.6786,-9.5141,specieslink,0,8262
Ameiva ameiva,Ameiva ameiva,-52.4647,-15.3606,specieslink,2009,8276
Ameiva ameiva,Ameiva ameiva,-52.2097,-15.5716,specieslink,2009,8286
Ameiva ameiva,Ameiva ameiva,-58.2333,-9.85,specieslink,2009,8357
Ameiva ameiva,Ameiva ameiva,-55.4422,-11.5293,specieslink,2008,8459
Ameiva ameiva,Ameiva ameiva,-54.7664,-12.9931,specieslink,2009,7644
Ameiva ameiva,Ameiva ameiva,-54.7664,-12.9931,specieslink,2009,7648
Ameiva ameiva,Ameiva ameiva,-56.7455,-9.5574,specieslink,2009,8000
Ameiva ameiva,Ameiva ameiva,-57.0551,-9.4732,specieslink,2008,7061
Ameiva ameiva,Ameiva ameiva,-60.2631,-9.8603,specieslink,2008,7196
Ameiva ameiva,Ameiva ameiva,-57.0725,-9.3204,specieslink,2008,7315
Ameiva ameiva,Ameiva ameiva,-57.1249,-9.4285,specieslink,2008,7318
Ameiva ameiva,Ameiva ameiva,-58.677,-13.0753,specieslink,2006,7458
Ameiva ameiva,Ameiva ameiva,-56.6821,-9.5944,specieslink,2008,7536
Ameiva ameiva,Ameiva ameiva,-58.8664,-15.3419,specieslink,2005,9333
Ameiva ameiva,Ameiva ameiva,-59.7858,-13.6631,specieslink,2010,9512
Ameiva ameiva,Ameiva ameiva,-55.8661,-1.76556,specieslink,2011,9719
Ameiva ameiva,Ameiva ameiva,-54.8914,-11.5153,specieslink,2003,10076
Ameiva ameiva,Ameiva ameiva,-58.5744,-15.0725,specieslink,2002,5803
Ameiva ameiva,Ameiva ameiva,-58.735,-15.1286,specieslink,2007,6046
Ameiva ameiva,Ameiva ameiva,-58.735,-15.1286,specieslink,2007,6047
Ameiva ameiva,Ameiva ameiva,-58.7514,-15.0493,specieslink,2007,6053
Ameiva ameiva,Ameiva ameiva,-54.9605,-9.6808,specieslink,2007,5532
Ameiva ameiva,Ameiva ameiva,-54.9605,-9.6808,specieslink,2007,5536
Ameiva ameiva,Ameiva ameiva,-58.5744,-15.0725,specieslink,2002,5787
Ameiva ameiva,Ameiva ameiva,-58.5744,-15.0725,specieslink,2002,5794
Ameiva ameiva,Ameiva ameiva,-58.5744,-15.0725,specieslink,2002,5797
Ameiva ameiva,Ameiva ameiva,-58.5744,-15.0725,specieslink,2002,4930
Ameiva ameiva,Ameiva ameiva,-58.5744,-15.0725,specieslink,2002,5025
Ameiva ameiva,Ameiva ameiva,-57.0881,-9.3556,specieslink,2008,7057
Ameiva ameiva,Ameiva ameiva,-59.0631,-9.3828,specieslink,2008,7534
Ameiva ameiva,Ameiva ameiva,-40.39265,-10.58684,specieslink,2012,21175
Ameiva ameiva,Ameiva ameiva,-40.39265,-10.58684,specieslink,2012,21175
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2008,21543
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2007,20573
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2006,18063
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1985,17576
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,13901
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2003,10435
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1983,16525
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10658
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,NA,16508
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,17548
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2007,20578
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,17598
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1985,17590
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,9449
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,14997
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1982,17557
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1983,16513
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1985,17551
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2006,17131
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,17582
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,9510
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2007,20574
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10538
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,12036
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1983,16515
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,14998
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10512
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,13906
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1986,17559
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,16442
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,17600
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,17558
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2006,17119
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,9450
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,12035
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,12039
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1985,17550
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1991,9743
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1982,17596
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,9508
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,16447
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,9512
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2006,18244
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,NA,16066
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,16448
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10659
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10536
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,13913
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2007,19074
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1985,17580
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,12803
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10552
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1982,17566
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,9504
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2006,17130
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,17605
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,NA,16507
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1985,17591
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,9511
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10542
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,17575
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2003,10436
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,13907
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10467
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2007,20504
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,13912
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,13899
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2005,13014
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,11721
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10539
Ameiva ameiva,Ameiva ameiva,-63.35212,-11.109576,specieslink,2013,21350
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1983,16514
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,9506
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,13904
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10466
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,9451
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,16392
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,9509
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1985,17552
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,16446
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,17594
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2000,9782
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2003,15954
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2006,18062
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,17573
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,13903
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2006,17227
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2004,13902
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,17584
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2006,17118
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10533
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,17562
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2007,19076
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2002,15953
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,17587
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2003,10640
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,16386
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1991,9741
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1985,17581
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1983,16518
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10657
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10667
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2007,20570
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,NA,9576
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2001,10511
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2007,19073
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2007,19069
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1983,16524
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2003,10434
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,16407
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,17602
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1983,16526
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2005,13019
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2007,20575
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2007,20502
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1984,16504
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,2003,11125
Ameiva ameiva,Ameiva ameiva,0,0,specieslink,1985,17593
