id,species_searched,species,longitude,latitude,source,date,key,temporal_filter,precision_filter,.val,.equ,.zer,.cap,.cen,.sea,.urb,.otl,.gbf,.inst,.dpl,.summary
1,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1933,USNM 258614,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1910,USNM 196975,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
3,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1920,USNM 244425,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
4,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1935,USNM 261022,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.200222,-19.788,specieslink,NA,MM000186,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6,Chrysocyon brachyurus,Chrysocyon brachyurus,-52.8947,-14.5156,specieslink,2000,CZJR093,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7,Chrysocyon brachyurus,Chrysocyon brachyurus,-52.2567,-15.89,specieslink,2010,CM413,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
8,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1996,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
9,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1996,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
10,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1988,MHNCI 1718,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
11,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1998,MHNCI 4118,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
12,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,2003,MHNCI 4250,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
13,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,NA,MHNCI 0500,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
14,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1985,MHNCI 0846,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
15,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1985,MHNCI 0892,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
16,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1993,MHNCI 3522,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
17,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,2004,MHNCI 5086,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
18,Chrysocyon brachyurus,Chrysocyon brachyurus,-49.116699,-24.233299,specieslink,2003,17297,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
19,Chrysocyon brachyurus,Chrysocyon brachyurus,-46.883301,-23.200001,specieslink,1990,17302,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
20,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.400799,-20.538601,specieslink,1900,18400,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
21,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.349998,-20.1,specieslink,2003,17129,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.599998,-20.116699,specieslink,2003,17142,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
23,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.400002,-22.133301,specieslink,2002,17169,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
24,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.8167,-22.75,specieslink,2003,17185,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
25,Chrysocyon brachyurus,Chrysocyon brachyurus,-50.200001,-22.5333,specieslink,2002,17208,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
26,Chrysocyon brachyurus,Chrysocyon brachyurus,-50.966701,-20.866699,specieslink,1990,17225,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.466701,-21.1833,specieslink,1991,17279,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.116699,-22.65,specieslink,2002,17283,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
29,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.450001,-21.1833,specieslink,1991,17285,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
30,Chrysocyon brachyurus,Chrysocyon brachyurus,-46.700001,-21.7167,specieslink,1992,17291,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
31,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.5470900994,-23.2227524941,specieslink,2017,22566,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.1942135565,-23.2064666314,specieslink,2017,22582,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
33,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.5105885243,-23.3568412574,specieslink,2017,22586,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
34,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.5451688973,-23.1055386564,specieslink,2017,22587,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
35,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.167791,-23.233176,specieslink,2017,22597,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
36,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.883301,-22.8167,specieslink,2003,17182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.599998,-22.633301,specieslink,1990,17278,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
38,Chrysocyon brachyurus,Chrysocyon brachyurus,-46.541901,-22.9186,specieslink,1900,18338,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
39,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.7635,-22.264,specieslink,2003,10442,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
40,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.764801,-22.4235,specieslink,2003,10445,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.744801,-22.233,specieslink,2003,10450,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
42,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.844398,-22.2987,specieslink,2003,10451,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
43,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.870998,-22.326901,specieslink,2003,10452,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
44,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.666699,-20.133301,specieslink,2003,17132,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
45,Chrysocyon brachyurus,Chrysocyon brachyurus,-49.3167,-21.3167,specieslink,2003,17139,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
46,Chrysocyon brachyurus,Chrysocyon brachyurus,-49.299999,-21.5333,specieslink,2003,17140,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
47,Chrysocyon brachyurus,Chrysocyon brachyurus,-50.833301,-20.983299,specieslink,1990,17226,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
48,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.900002,-22.4667,specieslink,2003,17264,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
49,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.900002,-22.4667,specieslink,2003,17265,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
50,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.900002,-21.6667,specieslink,1991,17272,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
51,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.916699,-21.65,specieslink,1991,17274,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
52,Chrysocyon brachyurus,Chrysocyon brachyurus,-46.783299,-30.516701,specieslink,1992,17289,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
53,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.883301,-24.133301,specieslink,2003,17296,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
54,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.178482915,-23.282516915,specieslink,2017,22577,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
55,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.2719599187,-23.2232252625,specieslink,2017,22580,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
56,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.3663908819,-23.2002251166,specieslink,2017,22581,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
57,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.5677437396,-23.2740308716,specieslink,2017,22583,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
58,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.3781827397,-23.1469472056,specieslink,2017,22589,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
59,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.692924259,-23.4946261458,specieslink,2017,22593,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
60,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.116699,-22.65,specieslink,2002,17284,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
61,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.699101,-22.2862,specieslink,2003,10446,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
62,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1995,1836,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
63,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.639722222222,-22.72,specieslink,1996,1916,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
64,Chrysocyon brachyurus,Chrysocyon brachyurus,-42.942777777778,-21.120277777778,specieslink,1992,1515,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
65,Chrysocyon brachyurus,Chrysocyon brachyurus,-54.9125,-22.2455555555556,specieslink,1998,1555,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
66,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.9169006347656,-19.0386009216309,specieslink,1997,MCN-M 1790,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
67,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.6856002807617,-19.801399230957,specieslink,2007,MCN-M 1882,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
68,Chrysocyon brachyurus,Chrysocyon brachyurus,-65.5,-14,specieslink,NA,27905,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
69,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1932,28615,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
70,Chrysocyon brachyurus,Chrysocyon brachyurus,-55.65625,-15.3469,specieslink,NA,42147,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
71,Chrysocyon brachyurus,Chrysocyon brachyurus,-65.75781,-38.3952,specieslink,NA,51456,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
72,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,NA,4920,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
73,Chrysocyon brachyurus,Chrysocyon brachyurus,-72.75,2.58333333333333,specieslink,NA,4917,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
74,Chrysocyon brachyurus,Chrysocyon brachyurus,-40.6003,-19.9356,specieslink,1989,0007782,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
75,Chrysocyon brachyurus,Chrysocyon brachyurus,-54.9130064466,-22.2460174519,specieslink,1998,MVZ:Mamm:198039,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
76,Chrysocyon brachyurus,Chrysocyon brachyurus,-52.193889,-14.178611,specieslink,2014,CM776,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
77,Chrysocyon brachyurus,Chrysocyon brachyurus,-52.302722,-14.524611,specieslink,2013,CM684,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
78,Chrysocyon brachyurus,Chrysocyon brachyurus,-52.303556,-14.805611,specieslink,2014,CM770,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
79,Chrysocyon brachyurus,Chrysocyon brachyurus,-52.8947,-14.5156,specieslink,2000,CZJR097,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
80,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,2012,MCN-M 3200,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
81,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,2015,MCN-M 3358,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
82,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,2007,MCN-M 1881,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
83,Chrysocyon brachyurus,Chrysocyon brachyurus,-44.9352989196777,-19.2243995666504,specieslink,1989,MCN-M 1883,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
84,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1989,MHNCI 2708,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
85,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1996,MHNCI 3729,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
86,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,NA,MHNCI 3822,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
87,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,2000,MHNCI 4244,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
88,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,2002,MHNCI 4247,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
89,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1992,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
90,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1987,MHNCI 2699,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
91,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,NA,MHNCI 3818,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
92,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1999,MHNCI 4246,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
93,Chrysocyon brachyurus,Chrysocyon brachyurus,0,0,specieslink,1984,MHNCI 5080,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
94,Chrysocyon brachyurus,Chrysocyon brachyurus,-46.941898,-22.371901,specieslink,1900,18505,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
95,Chrysocyon brachyurus,Chrysocyon brachyurus,-49.8167,-21.483299,specieslink,1989,17125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
96,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.299999,-20.200001,specieslink,2003,17131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
97,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.650002,-20.1,specieslink,2003,17133,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
98,Chrysocyon brachyurus,Chrysocyon brachyurus,-49.349998,-21.35,specieslink,2003,17138,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
99,Chrysocyon brachyurus,Chrysocyon brachyurus,-49.200001,-20.5333,specieslink,2003,17149,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
100,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.400002,-21.049999,specieslink,2002,17178,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
101,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.016701,-22.1,specieslink,2002,17211,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102,Chrysocyon brachyurus,Chrysocyon brachyurus,-51.099998,-20.983299,specieslink,1990,17249,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
103,Chrysocyon brachyurus,Chrysocyon brachyurus,-49.016701,-22.6,specieslink,2003,17253,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
104,Chrysocyon brachyurus,Chrysocyon brachyurus,-49.216701,-20.4167,specieslink,2003,17257,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
105,Chrysocyon brachyurus,Chrysocyon brachyurus,-46.0667,-23,specieslink,2002,17258,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
106,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.916699,-22.5,specieslink,2003,17263,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
107,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.233299,-22.25,specieslink,1999,17304,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
108,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.5667,-22.016701,specieslink,2001,17277,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
109,Chrysocyon brachyurus,Chrysocyon brachyurus,-48.1833,-22.65,specieslink,2002,17282,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
110,Chrysocyon brachyurus,Chrysocyon brachyurus,-46.733299,-21.6,specieslink,1992,17290,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
111,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.666699,-23.4,specieslink,1998,17299,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
112,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.2410293038,-23.2742855016,specieslink,2017,22563,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
113,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.4655355238,-23.1399566907,specieslink,2017,22588,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
114,Chrysocyon brachyurus,Chrysocyon brachyurus,-45.13181,-23.220575,specieslink,2017,22596,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
115,Chrysocyon brachyurus,Chrysocyon brachyurus,-47.799999,-21.5833,specieslink,1993,877,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
