id,species_searched,species,longitude,latitude,source,date,key,temporal_filter,precision_filter,.val,.equ,.zer,.cap,.cen,.sea,.urb,.gbf,.inst,.dpl,.summary
112,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.823781,-18.105053,gbif,2024,4923603834,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
113,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.565959,-20.194339,gbif,2024,4923666536,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
114,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-44.562924,-22.266994,gbif,2024,4925977358,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
115,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.485836,-20.258485,gbif,2024,4936569257,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
116,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.602868,-19.12208,gbif,2024,4936840538,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
117,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-62.18439,-31.59345,gbif,2024,4936538661,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
118,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-49.866361,-29.049294,gbif,2024,4936716376,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
119,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.945695,-18.080089,gbif,2024,4945538822,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
120,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-56.079449,-16.776305,gbif,2024,4950242959,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
121,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-57.193149,-17.610775,gbif,2024,4950117655,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
122,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.879672,-21.730863,gbif,2024,4952790457,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
123,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.49845,-18.454267,gbif,2024,4952977244,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
124,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-58.01457,-24.674743,gbif,2024,4935727910,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
125,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-44.241652,-20.848456,gbif,2024,4945868605,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
126,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-44.109769,-21.601616,gbif,2024,4946203630,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
127,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.979881,-18.275044,gbif,2024,4945818548,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
128,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.462554,-20.137232,gbif,2024,4950389891,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
129,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.979539,-18.393342,gbif,2024,4950473820,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
130,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.855017,-18.236833,gbif,2024,4950520637,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
131,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.869517,-18.052308,gbif,2024,4950146004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
132,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.890254,-18.149583,gbif,2024,4950151478,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
133,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.972793,-18.068236,gbif,2024,4949875772,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
134,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.863327,-18.317585,gbif,2024,4950516216,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
135,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.823353,-18.270011,gbif,2024,4953001349,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
136,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.50906,-22.328635,gbif,2024,4952529189,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
137,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.818303,-18.268214,gbif,2024,4952951496,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
138,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.841715,-18.007616,gbif,2024,4952938849,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
139,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.865009,-18.087622,gbif,2024,4952597631,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
140,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.87422,-18.053038,gbif,2024,4952315066,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
141,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.869943,-18.189508,gbif,2024,4953016991,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
142,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.831933,-18.123283,gbif,2024,4953019978,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
143,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-50.018319,-23.457274,gbif,2024,4952948655,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
144,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.79627,-18.398753,gbif,2024,4954544532,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
145,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.685037,-21.637148,gbif,2024,4954266762,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
146,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.863186,-18.403897,gbif,2024,4973930668,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
147,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.67157,-29.76388,gbif,2023,4014830057,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
148,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.484212,-19.386263,gbif,2023,4022322621,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
149,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-45.888539,-14.82606,gbif,2023,4022219804,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
150,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-45.833967,-14.956319,gbif,2023,4022153431,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
151,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-42.557985,-20.947681,gbif,2023,4029316341,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
152,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-45.911364,-14.88797,gbif,2023,4067564546,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
153,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-49.347526,-16.876865,gbif,2023,4974250699,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
154,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.591565,-20.259468,gbif,2023,4091751632,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
155,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.612162,-18.201202,gbif,2023,4516514579,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
156,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.550878,-20.329413,gbif,2023,4091729605,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
157,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.990916,-31.761631,gbif,2023,4121070652,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
158,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.410279,-29.753873,gbif,2023,4901172446,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
159,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-57.383081,-28.569941,gbif,2023,4116647713,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
160,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.604915,-18.285163,gbif,2023,4121414735,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
161,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.723485,-18.298562,gbif,2023,4126959743,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
162,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.911511,-18.033303,gbif,2023,4130180200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
163,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.352993,-20.335877,gbif,2023,4153535671,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
164,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.704512,-18.212624,gbif,2023,4438730804,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
165,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.50405,-21.966015,gbif,2023,4130230564,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
166,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-50.094431,-23.560796,gbif,2023,4133879975,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
167,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-66.049459,-13.663828,gbif,2023,4436342767,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
168,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.55951,-29.383983,gbif,2023,4145384058,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
169,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.830944,-31.149934,gbif,2023,4901409669,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
170,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-49.879738,-25.247692,gbif,2023,4405108617,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
171,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.665266,-14.013617,gbif,2023,4162255771,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
172,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.499452,-21.036368,gbif,2023,4405021707,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
173,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-62.65627,-30.842235,gbif,2023,4171432481,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
174,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-45.855127,-14.981597,gbif,2023,4867719433,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
175,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.476763,-20.046852,gbif,2023,4399893032,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
176,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.687638,-29.520868,gbif,2023,4405450493,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
177,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.883295,-17.893222,gbif,2023,4407495149,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
178,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-63.938186,-35.408107,gbif,2023,4413798148,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
179,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.85242,-18.113104,gbif,2023,4413508867,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
180,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.998386000000004,-18.265662,gbif,2023,4413947530,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
181,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.994495,-15.925901,gbif,2023,4414033792,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
182,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.167027,-30.256843,gbif,2023,4421029598,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
183,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.807363,-18.358826,gbif,2023,4506548601,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
184,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-58.321383,-25.086668,gbif,2023,4421071631,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
185,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.507068,-29.769441,gbif,2023,4430607170,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
186,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-55.882194,-15.215442,gbif,2023,4431128492,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
187,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.549404,-20.186435,gbif,2023,4431130059,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
188,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.897726,-18.279048,gbif,2023,4430708615,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
189,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.470671,-20.150151,gbif,2023,4430683659,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
190,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-63.880752,-36.401251,gbif,2023,4436216576,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
191,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.951041,-16.351416,gbif,2023,4436458382,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
192,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-55.606627,-15.47103,gbif,2023,4516382408,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
193,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.167916,-14.8605,gbif,2023,4516585877,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
194,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.537237,-20.18228,gbif,2023,4872473862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
195,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.338085,-30.499273,gbif,2023,4440919535,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
196,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.966288,-31.615542,gbif,2023,4442709040,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
197,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.982884,-31.608589,gbif,2023,4442720025,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
198,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.928491,-18.174494,gbif,2023,4454015283,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
199,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-59.974538,-30.627283,gbif,2023,4458428840,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
200,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.81923,-18.169912,gbif,2023,4458712079,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
201,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.865121,-25.151516,gbif,2023,4465427781,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
202,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-63.835483,-36.416027,gbif,2023,4510143993,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
203,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.918054,-18.180006,gbif,2023,4600143083,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
204,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-59.660243,-30.885898,gbif,2023,4458791534,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
205,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-58.48425,-23.931602,gbif,2023,4465475029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
206,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-53.70073,-22.999276,gbif,2023,4500841244,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
207,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-42.080278,-20.825347,gbif,2023,4535648393,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
208,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-51.133474,-23.96948,gbif,2023,4607409769,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
209,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-59.735341,-30.573063,gbif,2023,4867939382,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
210,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-53.064756,-21.749336,gbif,2023,4953078775,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
211,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.619873,-16.631452,gbif,2022,3457203994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
212,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.778704,-29.586306,gbif,2022,3499430131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
213,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.509507,-20.29978,gbif,2022,3747250685,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
214,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.41993,-20.304526,gbif,2022,3747265667,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
215,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-48.396071,-15.447929,gbif,2022,3873033602,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
216,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-50.390905,-21.336474,gbif,2022,3873636198,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
217,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.690391,-15.845449,gbif,2022,3903112167,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
218,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.513968,-20.268303,gbif,2022,4519327273,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
219,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.913076,-22.375792,gbif,2022,4868196348,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
