id,species_searched,species,longitude,latitude,source,date,key,temporal_filter,precision_filter,.val,.equ,.zer,.cap,.cen,.sea,.urb,.gbf,.inst,.dpl,.summary
220,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.199566,-30.57513,gbif,2022,3747377357,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
221,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.487453,-20.097643,gbif,2022,3824109342,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
222,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.869538,-28.639611,gbif,2022,3759404645,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
223,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.721444,-18.92539,gbif,2022,4034681472,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
224,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-48.254555,-15.529764,gbif,2022,3872892661,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
225,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-48.283069,-15.576344,gbif,2022,3872876689,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
226,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-48.216365,-15.588409,gbif,2022,3872898642,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
227,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-48.397773,-15.436131,gbif,2022,3873199492,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
228,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.925864,-32.901137,gbif,2022,3988491134,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
229,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-59.886396,-30.618823,gbif,2022,4453994903,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
230,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.143765,-17.411201,gbif,2022,4528331565,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
231,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.440006,-29.37689,gbif,2022,3773755055,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
232,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.488579,-20.097391,gbif,2022,3824142615,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
233,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.488514,-20.097492,gbif,2022,3824509682,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
234,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.488251,-20.097605,gbif,2022,3906030340,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
235,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.828446,-31.797658,gbif,2022,4121256152,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
236,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.988542,-19.054944,gbif,2022,4436069557,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
237,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-55.865771,-15.466057,gbif,2022,4034655545,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
238,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.757868,-18.839961,gbif,2022,3873835073,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
239,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.106928,-30.480231,gbif,2022,3873898858,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
240,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-54.165577,-17.220368,gbif,2022,3873517628,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
241,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-66.021476,-13.610327,gbif,2022,3903073654,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
242,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.814484,-18.177021,gbif,2022,3985683199,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
243,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.82295,-18.067427,gbif,2022,4006576955,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
244,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-49.024427,-16.510902,gbif,2022,4067643971,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
245,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.406834,-20.095287,gbif,2022,4528258162,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
246,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.914462,-22.376082,gbif,2022,4868194666,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
247,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.912917,-22.367481,gbif,2022,4868194662,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
248,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.414383,-31.382051,gbif,2022,3881700274,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
249,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-54.012181,-17.103541,gbif,2022,3888807107,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
250,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.863641,-31.755563,gbif,2022,4908720306,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
251,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.2801,-31.362964,gbif,2022,3902722147,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
252,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-58.133977,-25.098976,gbif,2022,3902306639,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
253,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.535175,-20.331876,gbif,2022,3902525468,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
254,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.826148,-12.448307,gbif,2022,4103115418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
255,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.539136,-20.243809,gbif,2022,3912202650,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
256,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.550895,-20.246116,gbif,2022,3912041869,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
257,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.930761,-18.167558,gbif,2022,4952209347,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
258,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.49227,-29.751243,gbif,2022,3903033947,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
259,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.46816,-28.912728,gbif,2022,3903259341,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
260,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.221354,-31.387861,gbif,2022,4165378442,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
261,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.996245,-18.154423,gbif,2022,3923495955,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
262,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.841385,-18.16848,gbif,2022,3923282962,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
263,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.140617,-32.453792,gbif,2022,3988492140,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
264,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.668371,-18.379912,gbif,2022,4054730094,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
265,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.892778,-17.880005,gbif,2022,4162335427,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
266,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-42.267737,-21.284964,gbif,2022,4868192898,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
267,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.402985,-20.12454,gbif,2022,3925421210,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
268,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.413444,-20.058433,gbif,2022,3925417201,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
269,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.480866,-20.113167,gbif,2022,3963701281,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
270,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.651111,-31.729524,gbif,2022,4900868904,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
271,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-59.909255,-30.586578,gbif,2022,3988612130,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
272,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-56.379383,-20.317431,gbif,2022,4029206323,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
273,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.256989,-20.318262,gbif,2022,4091469679,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
274,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.97582,-31.987625,gbif,2022,3963475054,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
275,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.576248,-30.445934,gbif,2022,3985929995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
276,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.443022,-30.431727,gbif,2022,3986356313,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
277,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.739544,-30.617716,gbif,2022,3988548766,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
278,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.408782,-30.627159,gbif,2022,3988489732,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
279,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.991284,-15.982036,gbif,2022,4431156634,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
280,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.16384,-30.086197,gbif,2022,4067268686,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
281,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.730091,-30.74959,gbif,2022,4009824227,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
282,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-45.321576,-14.899752,gbif,2022,4011511691,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
283,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.954729,-31.9305,gbif,2022,4011668903,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
284,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.193525,-31.830124,gbif,2022,4011512885,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
285,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-50.374496,-22.18751,gbif,2022,4011910052,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
286,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-49.360081,-16.967276,gbif,2022,4919536544,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
287,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-58.128647,-28.036728,gbif,2022,4067322707,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
288,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.704566,-14.858058,gbif,2022,4436062644,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
289,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-52.821426,-18.282048,gbif,2021,4011512609,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
290,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.556332,-20.022536,gbif,2021,4436296252,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
291,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.491164,-22.258903,gbif,2021,3031987049,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
292,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.466397,-22.433282,gbif,2021,3902111783,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
293,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.919944,-31.633878,gbif,2021,3039328105,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
294,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.897612,-31.708517,gbif,2021,3302016475,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
295,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-45.236108,-10.158515,gbif,2021,4910988141,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
296,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-59.924481,-30.541418,gbif,2021,3070726233,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
297,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.790349,-20.003838,gbif,2021,4015010177,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
298,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.856613,-15.917799,gbif,2021,4022242379,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
299,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.051526,-32.201285,gbif,2021,3112551092,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
300,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-59.072312,-22.561243,gbif,2021,3325752406,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
301,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-43.628159,-17.983999,gbif,2021,3307456876,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
302,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.85757,-31.774462,gbif,2021,3314516308,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
303,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.805471,-31.619391,gbif,2021,4067184490,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
304,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.874809,-21.219875,gbif,2021,3773393229,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
305,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-50.221478,-22.178989,gbif,2021,3925070884,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
306,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-47.509019,-22.525994,gbif,2021,3328022769,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
307,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.964814,-31.685886,gbif,2021,3327846333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
308,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-62.641411,-32.867185,gbif,2021,3881411348,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
309,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.935539,-21.5232,gbif,2021,3923593419,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
310,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.827884,-31.734163,gbif,2021,3330643175,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
311,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.919598,-31.699074,gbif,2021,3330652159,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
312,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.934391,-21.306569,gbif,2021,3335201455,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
313,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-45.618164,-10.593206,gbif,2021,3859859191,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
314,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.213723,-30.01172,gbif,2021,3335298571,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
315,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.895746,-29.388825,gbif,2021,3335503603,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
316,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.350108,-30.200162,gbif,2021,3335292607,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
317,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-48.055921,-21.106705,gbif,2021,3343818711,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
318,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-48.173196,-21.164434,gbif,2021,3338112144,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
319,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-62.904256,-30.864583,gbif,2021,4067275518,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
320,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-60.178449,-30.154806,gbif,2021,4067175503,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
321,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-61.376249,-31.251473,gbif,2021,3355219072,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
322,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-66.156787,-13.76445,gbif,2021,3698265397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
323,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-46.203524,-22.999246,gbif,2021,4091823529,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
324,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-48.018037,-21.706487,gbif,2021,3355736401,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
325,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-58.426438,-26.680556,gbif,2021,3384802937,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
326,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-42.696341,-21.129609,gbif,2021,4868188593,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
327,Chrysocyon brachyurus,"Chrysocyon brachyurus (Illiger, 1815)",-62.590397,-30.368649,gbif,2021,3416094564,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
